sample_idx,label,audio_path,segment_id,Energy,Harmony,Pitch,Spectral,Tempo,Timbre,Vibrato
1894,Cải lương,cailuong/audio_24_122.wav,1,Rất yếu,Cao,Rất trầm,Cao,Nhanh,Rất cao,Ít luyến
1895,Cải lương,cailuong/audio_24_122.wav,2,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất cao,Ít luyến
1896,Cải lương,cailuong/audio_17_316.wav,1,Rất yếu,Thấp,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
1897,Cải lương,cailuong/audio_17_316.wav,2,Rất yếu,Thấp,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
1898,Cải lương,cailuong/audio_5_151.wav,1,Yếu,Thấp,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
1899,Cải lương,cailuong/audio_5_151.wav,2,Vừa,Thấp,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
1900,Cải lương,cailuong/audio_7_132.wav,1,Yếu,Cao,Rất trầm,Cao,Chậm,Rất cao,Ít luyến
1901,Cải lương,cailuong/audio_7_132.wav,2,Rất yếu,Cao,Rất trầm,Cao,Chậm,Rất cao,Ít luyến
1902,Cải lương,cailuong/audio_6_188.wav,1,Rất yếu,Cao,Rất cao,Trung bình,Chậm,Rất cao,Nhiều luyến
1903,Cải lương,cailuong/audio_6_188.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Trung bình,Vừa
1904,Cải lương,cailuong/audio_20_179.wav,1,Vừa,Trung bình,Trầm,Thấp,Vừa,Rất cao,Vừa
1905,Cải lương,cailuong/audio_20_179.wav,2,Yếu,Cao,Trầm,Thấp,Chậm,Rất cao,Vừa
1906,Cải lương,cailuong/audio_16_236.wav,1,Rất yếu,Cao,Trầm,Trung bình,Chậm,Rất cao,Vừa
1907,Cải lương,cailuong/audio_16_236.wav,2,Yếu,Cao,Trầm,Trung bình,Chậm,Cao,Vừa
1908,Cải lương,cailuong/audio_10_100.wav,1,Mạnh,Cao,Trầm,Thấp,Vừa,Rất cao,Vừa
1909,Cải lương,cailuong/audio_10_100.wav,2,Yếu,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
1910,Cải lương,cailuong/audio_4_082.wav,1,Vừa,Cao,Trung,Thấp,Nhanh,Rất cao,Ít luyến
1911,Cải lương,cailuong/audio_4_082.wav,2,Vừa,Cao,Rất trầm,Thấp,Nhanh,Trung bình,Ít luyến
1912,Cải lương,cailuong/audio_18_012.wav,1,Vừa,Trung bình,Trầm,Trung bình,Vừa,Rất thấp,Vừa
1913,Cải lương,cailuong/audio_18_012.wav,2,Vừa,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
1914,Cải lương,cailuong/audio_11_220.wav,1,Rất yếu,Trung bình,Trầm,Trung bình,Nhanh,Rất cao,Vừa
1915,Cải lương,cailuong/audio_11_220.wav,2,Vừa,Cao,Trầm,Trung bình,Chậm,Cao,Vừa
1916,Cải lương,cailuong/audio_4_033.wav,1,Vừa,Thấp,Trầm,Thấp,Nhanh,Trung bình,Vừa
1917,Cải lương,cailuong/audio_4_033.wav,2,Yếu,Thấp,Cao,Thấp,Vừa,Cao,Vừa
1918,Cải lương,cailuong/audio_0_153.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
1919,Cải lương,cailuong/audio_0_153.wav,2,Rất yếu,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
1920,Cải lương,cailuong/audio_19_129.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Chậm,Rất cao,Ít luyến
1921,Cải lương,cailuong/audio_19_129.wav,2,Rất yếu,Cao,Trầm,Trung bình,Chậm,Cao,Ít luyến
1922,Cải lương,cailuong/audio_8_011.wav,1,Rất yếu,Cao,Trầm,Trung bình,Vừa,Cao,Vừa
1923,Cải lương,cailuong/audio_8_011.wav,2,Rất yếu,Cao,Trung,Trung bình,Vừa,Rất cao,Ít luyến
1924,Cải lương,cailuong/audio_20_209.wav,1,Yếu,Cao,Trung,Thấp,Chậm,Cao,Vừa
1925,Cải lương,cailuong/audio_20_209.wav,2,Yếu,Cao,Trung,Trung bình,Chậm,Cao,Nhiều luyến
1926,Cải lương,cailuong/audio_14_017.wav,1,Vừa,Cao,Cao,Thấp,Vừa,Rất cao,Vừa
1927,Cải lương,cailuong/audio_14_017.wav,2,Yếu,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
1928,Cải lương,cailuong/audio_4_286.wav,1,Vừa,Cao,Rất trầm,Thấp,Vừa,Rất cao,Vừa
1929,Cải lương,cailuong/audio_4_286.wav,2,Yếu,Cao,Trầm,Trung bình,Vừa,Trung bình,Vừa
1930,Cải lương,cailuong/audio_19_104.wav,1,Yếu,Cao,Trầm,Trung bình,Chậm,Thấp,Ít luyến
1931,Cải lương,cailuong/audio_19_104.wav,2,Yếu,Cao,Trầm,Trung bình,Nhanh,Thấp,Vừa
1932,Cải lương,cailuong/audio_15_024.wav,1,Vừa,Thấp,Trung,Trung bình,Chậm,Rất cao,Vừa
1933,Cải lương,cailuong/audio_15_024.wav,2,Yếu,Thấp,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
1934,Cải lương,cailuong/audio_25_055.wav,1,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất cao,Vừa
1935,Cải lương,cailuong/audio_25_055.wav,2,Vừa,Cao,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
1936,Cải lương,cailuong/audio_18_143.wav,1,Yếu,Cao,Trầm,Thấp,Vừa,Rất thấp,Vừa
1937,Cải lương,cailuong/audio_18_143.wav,2,Yếu,Cao,Trầm,Thấp,Nhanh,Rất thấp,Ít luyến
1938,Cải lương,cailuong/audio_8_182.wav,1,Yếu,Cao,Trầm,Trung bình,Chậm,Cao,Vừa
1939,Cải lương,cailuong/audio_8_182.wav,2,Vừa,Cao,Trầm,Trung bình,Chậm,Trung bình,Vừa
1940,Cải lương,cailuong/audio_17_155.wav,1,Vừa,Cao,Trầm,Cao,Nhanh,Trung bình,Ít luyến
1941,Cải lương,cailuong/audio_17_155.wav,2,Vừa,Thấp,Trung,Cao,Vừa,Thấp,Vừa
1942,Cải lương,cailuong/audio_20_207.wav,1,Yếu,Cao,Trầm,Trung bình,Nhanh,Rất cao,Vừa
1943,Cải lương,cailuong/audio_20_207.wav,2,Mạnh,Cao,Rất trầm,Trung bình,Nhanh,Thấp,Vừa
1944,Cải lương,cailuong/audio_5_212.wav,1,Vừa,Cao,Trầm,Thấp,Chậm,Cao,Vừa
1945,Cải lương,cailuong/audio_5_212.wav,2,Vừa,Cao,Trung,Cao,Vừa,Rất cao,Vừa
1946,Cải lương,cailuong/audio_26_013.wav,1,Yếu,Cao,Trầm,Trung bình,Nhanh,Rất cao,Ít luyến
1947,Cải lương,cailuong/audio_26_013.wav,2,Rất yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Vừa
1948,Cải lương,cailuong/audio_11_161.wav,1,Rất yếu,Cao,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
1949,Cải lương,cailuong/audio_11_161.wav,2,Yếu,Trung bình,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
1950,Cải lương,cailuong/audio_18_198.wav,1,Yếu,Cao,Rất trầm,Thấp,Chậm,Rất thấp,Ít luyến
1951,Cải lương,cailuong/audio_18_198.wav,2,Rất yếu,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
1952,Cải lương,cailuong/audio_21_242.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
1953,Cải lương,cailuong/audio_21_242.wav,2,Rất yếu,Cao,Rất trầm,Trung bình,Chậm,Rất cao,Ít luyến
1954,Cải lương,cailuong/audio_22_101.wav,1,Yếu,Cao,Trầm,Thấp,Nhanh,Cao,Ít luyến
1955,Cải lương,cailuong/audio_22_101.wav,2,Yếu,Cao,Trầm,Thấp,Chậm,Cao,Ít luyến
1956,Cải lương,cailuong/audio_6_154.wav,1,Rất yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
1957,Cải lương,cailuong/audio_6_154.wav,2,Rất yếu,Thấp,Trung,Trung bình,Vừa,Cao,Vừa
1958,Cải lương,cailuong/audio_4_318.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
1959,Cải lương,cailuong/audio_4_318.wav,2,Yếu,Cao,Trầm,Thấp,Chậm,Rất cao,Vừa
1960,Cải lương,cailuong/audio_0_176.wav,1,Vừa,Cao,Trung,Thấp,Chậm,Rất cao,Vừa
1961,Cải lương,cailuong/audio_0_176.wav,2,Yếu,Cao,Trầm,Thấp,Vừa,Cao,Nhiều luyến
1962,Cải lương,cailuong/audio_12_140.wav,1,Mạnh,Cao,Trầm,Cao,Chậm,Rất thấp,Vừa
1963,Cải lương,cailuong/audio_12_140.wav,2,Mạnh,Cao,Trầm,Thấp,Chậm,Trung bình,Ít luyến
1964,Cải lương,cailuong/audio_0_286.wav,1,Vừa,Cao,Trung,Trung bình,Vừa,Rất cao,Vừa
1965,Cải lương,cailuong/audio_0_286.wav,2,Rất yếu,Cao,Trung,Trung bình,Nhanh,Rất cao,Vừa
1966,Cải lương,cailuong/audio_2_170.wav,1,Mạnh,Cao,Rất trầm,Cao,Chậm,Rất cao,Ít luyến
1967,Cải lương,cailuong/audio_2_170.wav,2,Rất yếu,Cao,Trầm,Cao,Vừa,Rất cao,Vừa
1968,Cải lương,cailuong/audio_24_004.wav,1,Yếu,Cao,Trầm,Cao,Vừa,Rất cao,Ít luyến
1969,Cải lương,cailuong/audio_24_004.wav,2,Vừa,Trung bình,Trầm,Trung bình,Chậm,Rất cao,Ít luyến
1970,Cải lương,cailuong/audio_16_044.wav,1,Vừa,Thấp,Cao,Thấp,Nhanh,Rất cao,Nhiều luyến
1971,Cải lương,cailuong/audio_16_044.wav,2,Vừa,Cao,Rất cao,Trung bình,Chậm,Rất cao,Nhiều luyến
1972,Cải lương,cailuong/audio_3_220.wav,1,Yếu,Cao,Trầm,Cao,Chậm,Rất cao,Ít luyến
1973,Cải lương,cailuong/audio_3_220.wav,2,Yếu,Cao,Trung,Cao,Chậm,Rất cao,Vừa
1974,Cải lương,cailuong/audio_10_125.wav,1,Vừa,Cao,Trầm,Thấp,Vừa,Rất cao,Vừa
1975,Cải lương,cailuong/audio_10_125.wav,2,Mạnh,Cao,Trầm,Trung bình,Chậm,Thấp,Vừa
1976,Cải lương,cailuong/audio_23_181.wav,1,Mạnh,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
1977,Cải lương,cailuong/audio_23_181.wav,2,Vừa,Cao,Trầm,Cao,Chậm,Rất cao,Vừa
1978,Cải lương,cailuong/audio_17_195.wav,1,Yếu,Thấp,Trầm,Cao,Chậm,Rất cao,Ít luyến
1979,Cải lương,cailuong/audio_17_195.wav,2,Mạnh,Thấp,Trầm,Cao,Nhanh,Thấp,Vừa
1980,Cải lương,cailuong/audio_24_125.wav,1,Mạnh,Cao,Trầm,Cao,Chậm,Rất cao,Vừa
1981,Cải lương,cailuong/audio_24_125.wav,2,Yếu,Cao,Trầm,Cao,Chậm,Trung bình,Vừa
1982,Cải lương,cailuong/audio_16_173.wav,1,Vừa,Cao,Trầm,Thấp,Nhanh,Rất cao,Vừa
1983,Cải lương,cailuong/audio_16_173.wav,2,Rất yếu,Cao,Trầm,Thấp,Chậm,Rất cao,Vừa
1984,Cải lương,cailuong/audio_17_077.wav,1,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất cao,Vừa
1985,Cải lương,cailuong/audio_17_077.wav,2,Vừa,Cao,Rất trầm,Thấp,Nhanh,Trung bình,Ít luyến
1986,Cải lương,cailuong/audio_26_158.wav,1,Yếu,Cao,Rất trầm,Trung bình,Vừa,Cao,Ít luyến
1987,Cải lương,cailuong/audio_26_158.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Chậm,Rất cao,Vừa
1988,Cải lương,cailuong/audio_0_128.wav,1,Rất yếu,Cao,Trầm,Thấp,Nhanh,Rất cao,Ít luyến
1989,Cải lương,cailuong/audio_0_128.wav,2,Rất yếu,Cao,Trầm,Thấp,Vừa,Rất cao,Ít luyến
1990,Cải lương,cailuong/audio_5_059.wav,1,Mạnh,Trung bình,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
1991,Cải lương,cailuong/audio_5_059.wav,2,Yếu,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
1992,Cải lương,cailuong/audio_21_017.wav,1,Vừa,Cao,Rất trầm,Trung bình,Nhanh,Rất cao,Ít luyến
1993,Cải lương,cailuong/audio_21_017.wav,2,Vừa,Cao,Trầm,Trung bình,Vừa,Trung bình,Vừa
1994,Cải lương,cailuong/audio_26_023.wav,1,Mạnh,Cao,Rất trầm,Cao,Chậm,Cao,Ít luyến
1995,Cải lương,cailuong/audio_26_023.wav,2,Vừa,Trung bình,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
1996,Cải lương,cailuong/audio_0_034.wav,1,Vừa,Cao,Trầm,Thấp,Nhanh,Rất cao,Vừa
1997,Cải lương,cailuong/audio_0_034.wav,2,Vừa,Cao,Trầm,Thấp,Chậm,Rất cao,Vừa
1998,Cải lương,cailuong/audio_11_171.wav,1,Vừa,Cao,Trầm,Cao,Chậm,Rất cao,Nhiều luyến
1999,Cải lương,cailuong/audio_11_171.wav,2,Yếu,Cao,Trầm,Cao,Nhanh,Rất cao,Vừa
2000,Cải lương,cailuong/audio_16_089.wav,1,Yếu,Cao,Trung,Trung bình,Vừa,Rất cao,Vừa
2001,Cải lương,cailuong/audio_16_089.wav,2,Yếu,Cao,Trầm,Thấp,Vừa,Rất cao,Vừa
2002,Cải lương,cailuong/audio_24_118.wav,1,Yếu,Cao,Trầm,Thấp,Nhanh,Rất cao,Ít luyến
2003,Cải lương,cailuong/audio_24_118.wav,2,Rất yếu,Thấp,Trầm,Thấp,Vừa,Rất cao,Ít luyến
2004,Cải lương,cailuong/audio_11_175.wav,1,Rất yếu,Cao,Cao,Cao,Chậm,Rất cao,Vừa
2005,Cải lương,cailuong/audio_11_175.wav,2,Rất yếu,Thấp,Trung,Trung bình,Chậm,Rất cao,Vừa
2006,Cải lương,cailuong/audio_19_217.wav,1,Yếu,Cao,Trầm,Trung bình,Chậm,Thấp,Ít luyến
2007,Cải lương,cailuong/audio_19_217.wav,2,Yếu,Cao,Rất trầm,Trung bình,Chậm,Thấp,Ít luyến
2008,Cải lương,cailuong/audio_24_171.wav,1,Yếu,Cao,Trầm,Cao,Chậm,Rất cao,Vừa
2009,Cải lương,cailuong/audio_24_171.wav,2,Yếu,Cao,Cao,Cao,Nhanh,Rất cao,Vừa
2010,Cải lương,cailuong/audio_6_089.wav,1,Rất yếu,Thấp,Trung,Trung bình,Chậm,Rất cao,Vừa
2011,Cải lương,cailuong/audio_6_089.wav,2,Rất yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2012,Cải lương,cailuong/audio_4_171.wav,1,Mạnh,Thấp,Trầm,Thấp,Vừa,Cao,Nhiều luyến
2013,Cải lương,cailuong/audio_4_171.wav,2,Mạnh,Thấp,Trung,Thấp,Chậm,Rất cao,Nhiều luyến
2014,Cải lương,cailuong/audio_14_144.wav,1,Mạnh,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2015,Cải lương,cailuong/audio_14_144.wav,2,Yếu,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2016,Cải lương,cailuong/audio_12_009.wav,1,Mạnh,Cao,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2017,Cải lương,cailuong/audio_12_009.wav,2,Vừa,Cao,Rất trầm,Trung bình,Chậm,Rất cao,Ít luyến
2018,Cải lương,cailuong/audio_19_189.wav,1,Rất yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2019,Cải lương,cailuong/audio_19_189.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Vừa,Rất cao,Vừa
2020,Cải lương,cailuong/audio_24_059.wav,1,Yếu,Cao,Trung,Trung bình,Vừa,Rất cao,Ít luyến
2021,Cải lương,cailuong/audio_24_059.wav,2,Yếu,Cao,Trầm,Trung bình,Nhanh,Rất cao,Ít luyến
2022,Cải lương,cailuong/audio_16_070.wav,1,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
2023,Cải lương,cailuong/audio_16_070.wav,2,Vừa,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Vừa
2024,Cải lương,cailuong/audio_6_140.wav,1,Rất yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
2025,Cải lương,cailuong/audio_6_140.wav,2,Rất yếu,Thấp,Trung,Cao,Vừa,Rất cao,Vừa
2026,Cải lương,cailuong/audio_21_209.wav,1,Rất yếu,Cao,Trung,Cao,Vừa,Rất cao,Vừa
2027,Cải lương,cailuong/audio_21_209.wav,2,Vừa,Cao,Trầm,Trung bình,Chậm,Rất cao,Ít luyến
2028,Cải lương,cailuong/audio_10_004.wav,1,Vừa,Thấp,Trung,Thấp,Vừa,Rất cao,Nhiều luyến
2029,Cải lương,cailuong/audio_10_004.wav,2,Vừa,Cao,Trầm,Thấp,Vừa,Rất cao,Ít luyến
2030,Cải lương,cailuong/audio_4_199.wav,1,Yếu,Cao,Trung,Trung bình,Vừa,Cao,Vừa
2031,Cải lương,cailuong/audio_4_199.wav,2,Yếu,Cao,Trầm,Trung bình,Chậm,Rất cao,Vừa
2032,Cải lương,cailuong/audio_17_172.wav,1,Rất yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
2033,Cải lương,cailuong/audio_17_172.wav,2,Vừa,Cao,Trầm,Trung bình,Chậm,Cao,Ít luyến
2034,Cải lương,cailuong/audio_26_034.wav,1,Vừa,Cao,Trung,Cao,Vừa,Cao,Nhiều luyến
2035,Cải lương,cailuong/audio_26_034.wav,2,Vừa,Cao,Trung,Trung bình,Chậm,Thấp,Nhiều luyến
2036,Cải lương,cailuong/audio_26_159.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Cao,Vừa
2037,Cải lương,cailuong/audio_26_159.wav,2,Vừa,Cao,Rất cao,Trung bình,Nhanh,Rất cao,Ít luyến
2038,Cải lương,cailuong/audio_8_164.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2039,Cải lương,cailuong/audio_8_164.wav,2,Rất yếu,Cao,Trầm,Trung bình,Nhanh,Rất cao,Vừa
2040,Cải lương,cailuong/audio_12_179.wav,1,Vừa,Cao,Rất trầm,Thấp,Chậm,Cao,Ít luyến
2041,Cải lương,cailuong/audio_12_179.wav,2,Mạnh,Trung bình,Trung,Thấp,Nhanh,Rất cao,Ít luyến
2042,Cải lương,cailuong/audio_6_093.wav,1,Yếu,Cao,Rất trầm,Trung bình,Chậm,Cao,Ít luyến
2043,Cải lương,cailuong/audio_6_093.wav,2,Yếu,Trung bình,Trầm,Cao,Chậm,Cao,Vừa
2044,Cải lương,cailuong/audio_25_210.wav,1,Vừa,Cao,Trầm,Cao,Nhanh,Rất cao,Vừa
2045,Cải lương,cailuong/audio_25_210.wav,2,Vừa,Cao,Trầm,Cao,Nhanh,Rất cao,Vừa
2046,Cải lương,cailuong/audio_15_078.wav,1,Mạnh,Cao,Trung,Cao,Vừa,Rất cao,Vừa
2047,Cải lương,cailuong/audio_15_078.wav,2,Mạnh,Cao,Trầm,Cao,Vừa,Rất cao,Ít luyến
2048,Cải lương,cailuong/audio_5_010.wav,1,Mạnh,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
2049,Cải lương,cailuong/audio_5_010.wav,2,Rất mạnh,Thấp,Cao,Trung bình,Vừa,Rất cao,Ít luyến
2050,Cải lương,cailuong/audio_8_040.wav,1,Rất yếu,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2051,Cải lương,cailuong/audio_8_040.wav,2,Rất yếu,Cao,Cao,Thấp,Nhanh,Rất cao,Nhiều luyến
2052,Cải lương,cailuong/audio_17_102.wav,1,Vừa,Cao,Rất trầm,Thấp,Chậm,Cao,Ít luyến
2053,Cải lương,cailuong/audio_17_102.wav,2,Vừa,Thấp,Rất trầm,Thấp,Vừa,Rất cao,Vừa
2054,Cải lương,cailuong/audio_0_024.wav,1,Yếu,Cao,Trầm,Thấp,Nhanh,Cao,Vừa
2055,Cải lương,cailuong/audio_0_024.wav,2,Vừa,Cao,Cao,Trung bình,Nhanh,Rất cao,Nhiều luyến
2056,Cải lương,cailuong/audio_0_152.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
2057,Cải lương,cailuong/audio_0_152.wav,2,Vừa,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
2058,Cải lương,cailuong/audio_24_283.wav,1,Yếu,Cao,Trầm,Cao,Vừa,Rất cao,Vừa
2059,Cải lương,cailuong/audio_24_283.wav,2,Yếu,Cao,Trầm,Trung bình,Chậm,Rất cao,Vừa
2060,Cải lương,cailuong/audio_16_018.wav,1,Rất yếu,Cao,Trầm,Thấp,Vừa,Rất cao,Vừa
2061,Cải lương,cailuong/audio_16_018.wav,2,Rất yếu,Cao,Trầm,Thấp,Vừa,Rất thấp,Nhiều luyến
2062,Cải lương,cailuong/audio_11_005.wav,1,Yếu,Cao,Trầm,Cao,Chậm,Rất cao,Nhiều luyến
2063,Cải lương,cailuong/audio_11_005.wav,2,Yếu,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
2064,Cải lương,cailuong/audio_4_149.wav,1,Mạnh,Cao,Trầm,Thấp,Vừa,Cao,Vừa
2065,Cải lương,cailuong/audio_4_149.wav,2,Yếu,Cao,Rất trầm,Thấp,Vừa,Cao,Ít luyến
2066,Cải lương,cailuong/audio_1_142.wav,1,Rất mạnh,Cao,Trầm,Trung bình,Chậm,Rất cao,Ít luyến
2067,Cải lương,cailuong/audio_1_142.wav,2,Rất mạnh,Cao,Trầm,Trung bình,Chậm,Rất cao,Ít luyến
2068,Cải lương,cailuong/audio_26_090.wav,1,Mạnh,Cao,Trầm,Trung bình,Chậm,Thấp,Nhiều luyến
2069,Cải lương,cailuong/audio_26_090.wav,2,Vừa,Cao,Trầm,Thấp,Chậm,Rất cao,Vừa
2070,Cải lương,cailuong/audio_14_094.wav,1,Vừa,Thấp,Trung,Thấp,Vừa,Rất cao,Vừa
2071,Cải lương,cailuong/audio_14_094.wav,2,Mạnh,Cao,Trung,Thấp,Chậm,Rất cao,Vừa
2072,Cải lương,cailuong/audio_9_121.wav,1,Yếu,Cao,Trầm,Thấp,Vừa,Rất thấp,Vừa
2073,Cải lương,cailuong/audio_9_121.wav,2,Vừa,Cao,Trầm,Trung bình,Vừa,Cao,Vừa
2074,Cải lương,cailuong/audio_5_005.wav,1,Vừa,Thấp,Trung,Thấp,Nhanh,Rất cao,Vừa
2075,Cải lương,cailuong/audio_5_005.wav,2,Vừa,Thấp,Trung,Trung bình,Chậm,Rất cao,Vừa
2076,Cải lương,cailuong/audio_8_048.wav,1,Rất yếu,Cao,Trầm,Trung bình,Nhanh,Rất cao,Ít luyến
2077,Cải lương,cailuong/audio_8_048.wav,2,Rất yếu,Cao,Trầm,Trung bình,Chậm,Cao,Vừa
2078,Cải lương,cailuong/audio_20_079.wav,1,Yếu,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2079,Cải lương,cailuong/audio_20_079.wav,2,Vừa,Trung bình,Trầm,Trung bình,Nhanh,Rất cao,Vừa
2080,Cải lương,cailuong/audio_7_258.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2081,Cải lương,cailuong/audio_7_258.wav,2,Rất yếu,Cao,Rất trầm,Trung bình,Chậm,Rất cao,Ít luyến
2082,Cải lương,cailuong/audio_13_081.wav,1,Yếu,Cao,Trầm,Cao,Nhanh,Cao,Vừa
2083,Cải lương,cailuong/audio_13_081.wav,2,Yếu,Cao,Rất trầm,Cao,Nhanh,Rất cao,Ít luyến
2084,Cải lương,cailuong/audio_9_152.wav,1,Mạnh,Cao,Trầm,Thấp,Chậm,Rất thấp,Vừa
2085,Cải lương,cailuong/audio_9_152.wav,2,Vừa,Cao,Cao,Thấp,Chậm,Thấp,Nhiều luyến
2086,Cải lương,cailuong/audio_8_214.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2087,Cải lương,cailuong/audio_8_214.wav,2,Rất yếu,Cao,Rất trầm,Cao,Nhanh,Rất cao,Ít luyến
2088,Cải lương,cailuong/audio_20_036.wav,1,Vừa,Cao,Trung,Trung bình,Nhanh,Cao,Vừa
2089,Cải lương,cailuong/audio_20_036.wav,2,Yếu,Cao,Trầm,Trung bình,Vừa,Trung bình,Ít luyến
2090,Cải lương,cailuong/audio_19_198.wav,1,Yếu,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2091,Cải lương,cailuong/audio_19_198.wav,2,Yếu,Cao,Trầm,Trung bình,Chậm,Thấp,Vừa
2092,Cải lương,cailuong/audio_6_236.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Vừa,Cao,Ít luyến
2093,Cải lương,cailuong/audio_6_236.wav,2,Rất yếu,Trung bình,Trung,Trung bình,Vừa,Rất cao,Vừa
2094,Cải lương,cailuong/audio_18_160.wav,1,Vừa,Cao,Trầm,Thấp,Vừa,Rất thấp,Vừa
2095,Cải lương,cailuong/audio_18_160.wav,2,Yếu,Cao,Rất trầm,Thấp,Chậm,Thấp,Ít luyến
2096,Cải lương,cailuong/audio_8_151.wav,1,Rất yếu,Cao,Trầm,Trung bình,Nhanh,Trung bình,Ít luyến
2097,Cải lương,cailuong/audio_8_151.wav,2,Yếu,Cao,Rất trầm,Trung bình,Chậm,Cao,Ít luyến
2098,Cải lương,cailuong/audio_3_073.wav,1,Yếu,Cao,Cao,Thấp,Vừa,Rất cao,Ít luyến
2099,Cải lương,cailuong/audio_3_073.wav,2,Yếu,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2100,Cải lương,cailuong/audio_10_097.wav,1,Vừa,Cao,Cao,Thấp,Chậm,Cao,Vừa
2101,Cải lương,cailuong/audio_10_097.wav,2,Mạnh,Cao,Cao,Thấp,Vừa,Cao,Nhiều luyến
2102,Cải lương,cailuong/audio_18_248.wav,1,Rất yếu,Cao,Trung,Cao,Vừa,Thấp,Nhiều luyến
2103,Cải lương,cailuong/audio_18_248.wav,2,Vừa,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2104,Cải lương,cailuong/audio_7_153.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2105,Cải lương,cailuong/audio_7_153.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Chậm,Rất cao,Vừa
2106,Cải lương,cailuong/audio_11_206.wav,1,Yếu,Trung bình,Trầm,Cao,Vừa,Rất cao,Ít luyến
2107,Cải lương,cailuong/audio_11_206.wav,2,Yếu,Thấp,Trung,Cao,Chậm,Rất cao,Vừa
2108,Cải lương,cailuong/audio_21_155.wav,1,Yếu,Cao,Trầm,Cao,Nhanh,Thấp,Vừa
2109,Cải lương,cailuong/audio_21_155.wav,2,Rất yếu,Cao,Rất trầm,Cao,Chậm,Rất thấp,Vừa
2110,Cải lương,cailuong/audio_13_085.wav,1,Rất yếu,Cao,Trầm,Cao,Vừa,Rất cao,Ít luyến
2111,Cải lương,cailuong/audio_13_085.wav,2,Rất yếu,Cao,Rất trầm,Cao,Chậm,Rất cao,Ít luyến
2112,Cải lương,cailuong/audio_17_164.wav,1,Yếu,Thấp,Rất trầm,Cao,Nhanh,Rất cao,Ít luyến
